Unnamed: 0,match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home/away,shot_id_number,lat/lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min_1,power_of_shot_1,knockout_match_1,remaining_sec_1,distance_of_shot_1
28326,276.0,5.0,146.0,7.0,3.0,1,2007-08,7.0,34.0,,Center(C),Mid Range,8-16 ft.,Manchester United,2008-05-27,MANU @ SAS,28327,"29.444994, -98.524120",,shot - 3,40700314,1610612747,7.0,91.36,45.8,7.0,34.0
28335,387.0,105.0,135.0,7.0,4.0,1,2007-08,4.0,37.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2008-05-27,MANU @ SAS,28336,"29.444994, -98.524120",,shot - 3,40700314,1610612747,7.0,4.0,1.0,4.0,67.72800000000001
28344,,-10.0,258.0,7.0,1.0,1,,1.0,45.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2008-05-29,MANU vs. SAS,28345,"42.982923, -71.446094",,shot - 3,40700315,1610612747,26.64,1.0,1.0,56.2,45.0
28354,279.0,77.0,122.0,6.0,,1,2007-08,41.0,34.0,,Right Side(R),Goal Line,8-16 ft.,Manchester United,2008-05-29,MANU vs. SAS,28355,"42.982923, -71.446094",,shot - 3,40700315,1610612747,94.64,3.0,1.0,41.0,34.0
28360,345.0,-182.0,206.0,11.0,4.0,1,2007-08,45.0,47.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2008-05-29,MANU vs. SAS,28361,"42.982923, -71.446094",,shot - 3,40700315,1610612747,11.0,4.0,1.0,45.0,54.4
28361,348.0,-138.0,,10.0,,1,,57.0,44.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,,,28362,"42.982923, -71.446094",,shot - 3,40700315,1610612747,10.0,4.0,1.0,57.0,9.4
28364,390.0,-59.0,169.0,6.0,4.0,1,2007-08,34.0,37.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2008-05-29,MANU vs. SAS,28365,"42.982923, -71.446094",shot - 36,,40700315,1610612747,6.0,4.0,1.0,34.0,37.0
28370,439.0,0.0,0.0,1.0,4.0,1,2007-08,47.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2008-05-29,MANU vs. SAS,28371,"42.982923, -71.446094",shot - 4,,40700315,1610612747,1.0,4.0,1.0,47.0,20.0
28373,45.0,143.0,23.0,6.0,1.0,1,,,34.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2008-06-05,MANU @ BOS,28374,"42.330507, -71.074655",,shot - 3,40700401,1610612747,6.0,1.0,,58.2,34.0
28376,73.0,-112.0,140.0,,1.0,1,,3.0,37.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2008-06-05,MANU @ BOS,28377,"42.330507, -71.074655",shot - 43,,40700401,1610612747,3.0,,116.60799999999999,89.7856,37.0
28379,154.0,113.0,18.0,7.0,2.0,1,2007-08,13.0,31.0,,Right Side(R),Mid Range,,Manchester United,2008-06-05,MANU @ BOS,28380,"42.330507, -71.074655",,shot - 3,40700401,1610612747,7.0,2.0,1.0,13.0,46.4
28380,210.0,-10.0,0.0,1.0,2.0,1,2007-08,8.0,21.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2008-06-05,MANU @ BOS,28381,"42.330507, -71.074655",,shot - 4,40700401,1610612747,,87.36,60.928000000000004,8.0,21.0
28381,229.0,136.0,178.0,11.0,3.0,1,2007-08,1.0,42.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2008-06-05,MANU @ BOS,28382,"42.330507, -71.074655",,shot - 3,40700401,1610612747,11.0,3.0,1.0,1.0,42.0
28384,256.0,,15.0,6.0,3.0,1,2007-08,52.0,32.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2008-06-05,MANU @ BOS,28385,"42.330507, -71.074655",shot - 44,,40700401,1610612747,6.0,3.0,1.0,52.0,99.4
28392,353.0,100.0,76.0,10.0,4.0,1,2007-08,38.0,,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2008-06-05,MANU @ BOS,28393,"42.330507, -71.074655",shot - 37,,40700401,1610612747,,4.0,1.0,66.2,32.0
28393,394.0,186.0,22.0,5.0,4.0,1,2007-08,45.0,38.0,,Right Side(R),Mid Range,,Manchester United,2008-06-05,MANU @ BOS,28394,"42.330507, -71.074655",shot - 17,,40700401,1610612747,5.0,,1.0,49.2,38.0
28404,165.0,31.0,158.0,5.0,2.0,1,2007-08,58.0,36.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2008-06-08,MANU @ BOS,28405,"42.330507, -71.074655",shot - 3,,40700402,1610612747,5.0,101.36,1.0,58.0,36.0
28412,309.0,-145.0,202.0,2.0,3.0,1,2007-08,14.0,44.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2008-06-08,MANU @ BOS,28413,"42.330507, -71.074655",shot - 2,,40700402,1610612747,118.64,3.0,53.928000000000004,14.0,44.0
28425,89.0,0.0,0.0,3.0,1.0,1,,9.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2008-06-10,MANU vs. BOS,28426,"42.982923, -71.446094",shot - 4,,40700403,1610612747,3.0,1.0,1.0,9.0,20.0
28427,145.0,90.0,105.0,11.0,,1,2007-08,15.0,33.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2008-06-10,MANU vs. BOS,28428,"42.982923, -71.446094",,shot - 3,40700403,1610612747,11.0,2.0,1.0,15.0,33.0
28428,181.0,0.0,0.0,7.0,2.0,1,2007-08,6.0,20.0,,Center(C),,Less Than 8 ft.,Manchester United,2008-06-10,MANU vs. BOS,28429,"42.982923, -71.446094",,shot - 4,40700403,1610612747,7.0,2.0,1.0,6.0,20.0
28430,275.0,-52.0,20.0,10.0,3.0,1,2007-08,15.0,25.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2008-06-10,MANU vs. BOS,28431,"42.982923, -71.446094",,shot - 0,40700403,1610612747,10.0,,1.0,134.7856,25.0
28441,57.0,113.0,189.0,6.0,1.0,1,2007-08,7.0,,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2008-06-12,MANU vs. BOS,28442,"42.982923, -71.446094",shot - 46,,40700404,1610612747,6.0,1.0,1.0,113.7856,42.0
28444,270.0,128.0,89.0,10.0,3.0,1,2007-08,58.0,35.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2008-06-12,MANU vs. BOS,28445,"42.982923, -71.446094",,shot - 3,40700404,1610612747,10.0,3.0,81.8,58.0,35.0
28447,304.0,5.0,207.0,6.0,3.0,1,2007-08,32.0,40.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2008-06-12,MANU vs. BOS,28448,,shot - 22,,40700404,1610612747,6.0,3.0,1.0,32.0,40.0
28448,315.0,-113.0,3.0,4.0,3.0,1,2007-08,58.0,31.0,,Left Side(L),,8-16 ft.,Manchester United,2008-06-12,MANU vs. BOS,28449,"42.982923, -71.446094",,shot - 3,40700404,1610612747,4.0,103.36,1.0,58.0,31.0
28456,424.0,0.0,0.0,5.0,4.0,1,,48.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2008-06-12,MANU vs. BOS,28457,"42.982923, -71.446094",shot - 12,,40700404,1610612747,71.64,4.0,1.0,48.0,20.0
28458,461.0,-2.0,33.0,1.0,4.0,1,2007-08,30.0,23.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2008-06-12,MANU vs. BOS,28459,"42.982923, -71.446094",shot - 4,,40700404,1610612747,1.0,4.0,1.0,30.0,23.0
28461,17.0,148.0,140.0,9.0,1.0,1,2007-08,35.0,40.0,,Right Side Center(RC),Mid Range,16-24 ft.,,2008-06-15,MANU vs. BOS,28462,"42.982923, -71.446094",,shot - 3,40700405,1610612747,51.64,20.36,91.60799999999999,35.0,40.0
28464,51.0,141.0,224.0,6.0,1.0,1,,43.0,46.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2008-06-15,MANU vs. BOS,28465,"42.982923, -71.446094",,shot - 3,40700405,1610612747,6.0,112.36,1.0,26.2,46.0
28469,206.0,163.0,209.0,3.0,2.0,1,2007-08,36.0,46.0,,Right Side Center(RC),Penalty Spot,,,2008-06-15,MANU vs. BOS,28470,"42.982923, -71.446094",shot - 55,,40700405,1610612747,3.0,69.36,1.0,36.0,46.0
28477,499.0,-103.0,94.0,1.0,4.0,1,,39.0,33.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2008-06-15,MANU vs. BOS,28478,"42.982923, -71.446094",,shot - 3,40700405,1610612747,1.0,4.0,1.0,39.0,33.0
28489,169.0,-141.0,171.0,6.0,2.0,1,2007-08,,42.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2008-06-17,MANU @ BOS,28490,"42.330507, -71.074655",,shot - 3,40700406,1610612747,6.0,77.6,1.0,84.2,74.4
28491,,-103.0,168.0,11.0,3.0,1,2007-08,5.0,39.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2008-06-17,MANU @ BOS,28492,"42.330507, -71.074655",shot - 43,,40700406,1610612747,11.0,3.0,92.928,5.0,39.0
28498,349.0,169.0,-3.0,0.0,3.0,1,2007-08,0.0,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2008-06-17,MANU @ BOS,28499,"42.330507, -71.074655",,shot - 3,40700406,1610612747,0.0,3.0,120.35231999999999,68.7216,36.0
28499,396.0,-6.0,12.0,8.0,4.0,1,2007-08,24.0,21.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2008-06-17,MANU @ BOS,28500,"42.330507, -71.074655",shot - 39,,40700406,1610612747,8.0,70.36,1.0,51.2,21.0
28503,,,0.0,2.0,1.0,1,2008-09,8.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-04-19,MANU vs. UTA,28504,"42.982923, -71.446094",,shot - 4,40800141,1610612747,71.64,1.0,1.0,8.0,20.0
28505,215.0,0.0,0.0,3.0,2.0,1,,,20.0,,Center(C),Goal Area,,Manchester United,2009-04-19,MANU vs. UTA,28506,"42.982923, -71.446094",shot - 4,,40800141,1610612747,3.0,2.0,1.0,32.0,20.0
28508,238.0,,189.0,1.0,2.0,1,2008-09,32.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2009-04-19,MANU vs. UTA,28509,,shot - 36,,40800141,1610612747,1.0,2.0,62.608000000000004,32.0,
28512,376.0,-136.0,118.0,1.0,3.0,1,2008-09,35.0,38.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2009-04-19,MANU vs. UTA,28513,"42.982923, -71.446094",,shot - 3,40800141,1610612747,1.0,3.0,55.8,35.0,38.0
28515,499.0,-150.0,149.0,4.0,,1,2008-09,49.0,41.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2009-04-19,MANU vs. UTA,28516,"42.982923, -71.446094",shot - 38,,40800141,1610612747,58.64,29.36,1.0,49.0,41.0
28518,549.0,0.0,0.0,1.0,,1,2008-09,,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-04-19,MANU vs. UTA,28519,"42.982923, -71.446094",shot - 12,,40800141,1610612747,1.0,4.0,129.928,51.7856,20.0
28523,241.0,116.0,,9.0,3.0,1,2008-09,,32.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2009-04-21,MANU vs. UTA,28524,"42.982923, -71.446094",shot - 8,,40800142,1610612747,46.64,3.0,89.60799999999999,33.0,32.0
28525,254.0,65.0,69.0,7.0,3.0,1,,21.0,,,Right Side(R),Goal Line,8-16 ft.,Manchester United,2009-04-21,MANU vs. UTA,28526,,,shot - 3,40800142,1610612747,7.0,3.0,1.0,52.7856,90.4
28526,290.0,-128.0,30.0,3.0,,1,2008-09,44.0,33.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2009-04-21,MANU vs. UTA,28527,"42.982923, -71.446094",,shot - 3,40800142,1610612747,3.0,3.0,1.0,44.0,
28527,304.0,141.0,,2.0,,1,,26.0,35.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2009-04-21,MANU vs. UTA,28528,"42.982923, -71.446094",,shot - 3,40800142,1610612747,2.0,3.0,1.0,26.0,35.0
28532,364.0,-27.0,230.0,9.0,4.0,1,,55.0,43.0,,,Mid Range,16-24 ft.,Manchester United,2009-04-21,MANU vs. UTA,28533,"42.982923, -71.446094",,shot - 3,40800142,1610612747,9.0,4.0,1.0,55.0,43.0
28546,277.0,237.0,9.0,11.0,3.0,1,2008-09,29.0,43.0,,Right Side(R),Right Corner,24+ ft.,Manchester United,2009-04-23,MANU @ UTA,28547,"40.774891, -111.930790",shot - 3,,40800143,1610612747,11.0,3.0,1.0,29.0,43.0
28547,289.0,4.0,89.0,10.0,3.0,1,2008-09,45.0,28.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2009-04-23,MANU @ UTA,28548,"40.774891, -111.930790",shot - 55,,40800143,1610612747,68.64,3.0,1.0,51.7856,28.0
28550,315.0,-41.0,154.0,8.0,3.0,1,2008-09,34.0,,,Center(C),Mid Range,8-16 ft.,Manchester United,2009-04-23,MANU @ UTA,28551,,shot - 28,,40800143,1610612747,,3.0,1.0,34.0,35.0
28562,17.0,,153.0,9.0,1.0,1,2008-09,37.0,35.0,,Center(C),,8-16 ft.,Manchester United,2009-04-25,MANU @ UTA,28563,"40.774891, -111.930790",shot - 27,,40800144,1610612747,9.0,1.0,43.928000000000004,37.0,35.0
28563,42.0,157.0,-8.0,6.0,1.0,1,2008-09,58.0,35.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2009-04-25,MANU @ UTA,28564,"40.774891, -111.930790",shot - 38,,40800144,1610612747,6.0,1.0,,58.0,35.0
28565,52.0,48.0,154.0,,1.0,1,2008-09,51.0,36.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2009-04-25,MANU @ UTA,28566,"40.774891, -111.930790",,shot - 3,40800144,1610612747,5.0,1.0,1.0,91.2,36.0
28567,106.0,10.0,194.0,0.0,1.0,1,2008-09,34.0,39.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2009-04-25,MANU @ UTA,28568,"40.774891, -111.930790",shot - 38,,40800144,1610612747,0.0,1.0,1.0,34.0,39.0
28578,421.0,-204.0,96.0,9.0,4.0,1,2008-09,49.0,42.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2009-04-25,MANU @ UTA,28579,"40.774891, -111.930790",,shot - 3,40800144,1610612747,9.0,4.0,1.0,49.0,42.0
28579,,-67.0,162.0,8.0,,1,2008-09,45.0,37.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2009-04-25,MANU @ UTA,28580,"40.774891, -111.930790",shot - 30,,40800144,1610612747,8.0,4.0,1.0,,37.0
28588,126.0,-114.0,115.0,9.0,2.0,1,2008-09,0.0,36.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2009-04-27,MANU vs. UTA,28589,"42.982923, -71.446094",shot - 55,,40800145,1610612747,9.0,2.0,,0.0,36.0
28589,130.0,0.0,0.0,8.0,2.0,1,,35.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-04-27,MANU vs. UTA,28590,"42.982923, -71.446094",,shot - 4,40800145,1610612747,8.0,2.0,1.0,35.0,20.0
28605,7.0,-171.0,132.0,11.0,1.0,1,2008-09,19.0,41.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2009-05-04,MANU vs. HOU,28606,"42.982923, -71.446094",shot - 41,,40800221,1610612747,11.0,1.0,1.0,83.2,
28609,82.0,105.0,238.0,2.0,1.0,1,2008-09,42.0,46.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2009-05-04,MANU vs. HOU,28610,"42.982923, -71.446094",,shot - 3,40800221,1610612747,2.0,1.0,1.0,81.2,90.4
28612,210.0,-117.0,,3.0,2.0,1,2008-09,45.0,46.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2009-05-04,MANU vs. HOU,28613,"42.982923, -71.446094",shot - 51,,40800221,1610612747,3.0,2.0,1.0,45.0,46.0
28614,225.0,-78.0,69.0,,2.0,1,2008-09,47.0,30.0,,Left Side(L),Goal Line,8-16 ft.,Manchester United,2009-05-04,MANU vs. HOU,28615,"42.982923, -71.446094",shot - 51,,40800221,1610612747,1.0,2.0,1.0,47.0,25.4
28618,266.0,0.0,0.0,9.0,3.0,1,2008-09,40.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-05-04,MANU vs. HOU,28619,"42.982923, -71.446094",,shot - 4,40800221,1610612747,9.0,3.0,1.0,85.2,20.0
28628,379.0,-128.0,94.0,9.0,4.0,1,,31.0,35.0,,Left Side(L),,8-16 ft.,Manchester United,2009-05-04,MANU vs. HOU,28629,"42.982923, -71.446094",shot - 38,,40800221,1610612747,,4.0,99.60799999999999,,35.0
28632,440.0,70.0,170.0,4.0,4.0,1,,17.0,38.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2009-05-04,MANU vs. HOU,28633,"42.982923, -71.446094",shot - 1,,40800221,1610612747,4.0,56.36,1.0,97.7856,38.0
28634,490.0,0.0,0.0,0.0,4.0,1,2008-09,42.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-05-04,MANU vs. HOU,28635,"42.982923, -71.446094",,shot - 4,40800221,1610612747,0.0,4.0,1.0,58.2,20.0
28645,86.0,65.0,80.0,1.0,1.0,1,2008-09,5.0,,,Right Side(R),Goal Line,8-16 ft.,Manchester United,2009-05-06,MANU vs. HOU,28646,"42.982923, -71.446094",shot - 17,,40800222,1610612747,42.2,1.0,1.0,5.0,23.4
28647,157.0,32.0,99.0,8.0,2.0,1,2008-09,1.0,30.0,,,Goal Line,8-16 ft.,Manchester United,2009-05-06,MANU vs. HOU,28648,"42.982923, -71.446094",shot - 15,,40800222,1610612747,8.0,2.0,95.8,1.0,71.4
28650,258.0,234.0,3.0,0.0,2.0,1,2008-09,4.0,43.0,,Right Side(R),Right Corner,24+ ft.,Manchester United,2009-05-06,MANU vs. HOU,28651,"42.982923, -71.446094",,shot - 3,40800222,1610612747,63.2,2.0,1.0,4.0,43.0
28659,502.0,0.0,0.0,4.0,4.0,1,,46.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-05-06,MANU vs. HOU,28660,"42.982923, -71.446094",shot - 4,,40800222,1610612747,4.0,4.0,1.0,46.0,20.0
28680,328.0,0.0,,2.0,3.0,1,2008-09,18.0,20.0,,Center(C),,Less Than 8 ft.,,2009-05-08,MANU @ HOU,28681,"29.740325, -95.365762",,shot - 4,40800223,1610612747,83.64,19.36,1.0,18.0,9.4
28682,370.0,0.0,0.0,10.0,4.0,1,2008-09,44.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-05-08,MANU @ HOU,28683,"29.740325, -95.365762",,shot - 4,40800223,1610612747,10.0,4.0,1.0,110.7856,20.0
28687,438.0,81.0,181.0,4.0,4.0,1,2008-09,34.0,39.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2009-05-08,MANU @ HOU,28688,"29.740325, -95.365762",,shot - 3,40800223,1610612747,4.0,4.0,1.0,108.7856,39.0
28692,22.0,141.0,119.0,8.0,1.0,1,2008-09,31.0,38.0,,Right Side Center(RC),Mid Range,16-24 ft.,,2009-05-10,MANU @ HOU,28693,"29.740325, -95.365762",shot - 31,,40800224,1610612747,117.64,77.36,1.0,31.0,38.0
28695,51.0,222.0,19.0,5.0,1.0,1,2008-09,6.0,42.0,,Right Side(R),Right Corner,24+ ft.,Manchester United,2009-05-10,MANU @ HOU,28696,"29.740325, -95.365762",shot - 47,,40800224,1610612747,5.0,1.0,52.8,6.0,42.0
28702,194.0,-174.0,131.0,1.0,2.0,1,,21.0,41.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2009-05-10,MANU @ HOU,28703,"29.740325, -95.365762",,shot - 3,40800224,1610612747,1.0,2.0,1.0,21.0,41.0
28708,13.0,-147.0,208.0,10.0,1.0,1,2008-09,58.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2009-05-12,MANU vs. HOU,28709,"42.982923, -71.446094",,shot - 3,40800225,1610612747,10.0,1.0,1.0,58.0,70.4
28711,82.0,0.0,0.0,4.0,1.0,1,2008-09,2.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-05-12,MANU vs. HOU,28712,"42.982923, -71.446094",,shot - 4,40800225,1610612747,4.0,1.0,54.928000000000004,2.0,20.0
28717,224.0,-155.0,-16.0,2.0,2.0,1,2008-09,45.0,35.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2009-05-12,MANU vs. HOU,28718,"42.982923, -71.446094",,shot - 3,40800225,1610612747,64.2,2.0,,68.7856,74.4
28718,230.0,-190.0,34.0,2.0,2.0,1,,,39.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2009-05-12,MANU vs. HOU,28719,"42.982923, -71.446094",shot - 15,,40800225,1610612747,2.0,,1.0,0.0,39.0
28726,368.0,-34.0,52.0,2.0,3.0,1,2008-09,56.0,26.0,,Center(C),Goal Line,,Manchester United,,MANU vs. HOU,28727,"42.982923, -71.446094",,shot - 3,40800225,1610612747,2.0,104.36,1.0,56.0,26.0
28729,33.0,0.0,156.0,8.0,1.0,1,2008-09,15.0,35.0,,Center(C),Mid Range,8-16 ft.,Manchester United,2009-05-14,MANU @ HOU,28730,"29.740325, -95.365762",,shot - 3,40800226,1610612747,37.64,34.36,1.0,15.0,35.0
28731,56.0,0.0,0.0,6.0,1.0,1,2008-09,21.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-05-14,MANU @ HOU,28732,"29.740325, -95.365762",,shot - 4,40800226,1610612747,6.0,1.0,1.0,21.0,20.0
28739,187.0,206.0,148.0,3.0,2.0,1,2008-09,54.0,,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2009-05-14,MANU @ HOU,28740,"29.740325, -95.365762",shot - 35,,40800226,1610612747,3.0,2.0,1.0,53.2,45.0
28746,335.0,0.0,0.0,2.0,3.0,1,2008-09,56.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-05-14,MANU @ HOU,28747,"29.740325, -95.365762",shot - 39,,40800226,1610612747,21.64,29.36,1.0,56.0,20.0
28751,430.0,0.0,0.0,3.0,4.0,1,2008-09,,20.0,,Center(C),Goal Area,,Manchester United,2009-05-14,MANU @ HOU,28752,"29.740325, -95.365762",,shot - 4,40800226,1610612747,24.64,4.0,1.0,0.0,20.0
28756,54.0,,124.0,6.0,1.0,1,2008-09,40.0,33.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2009-05-17,MANU vs. HOU,28757,"42.982923, -71.446094",shot - 36,,40800227,1610612747,6.0,1.0,1.0,40.0,33.0
28763,,-138.0,175.0,6.0,3.0,1,2008-09,41.0,42.0,,Left Side Center(LC),,16-24 ft.,Manchester United,2009-05-17,,28764,"42.982923, -71.446094",,shot - 3,40800227,1610612747,6.0,61.36,1.0,,39.4
28764,305.0,-223.0,167.0,5.0,3.0,1,2008-09,8.0,47.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2009-05-17,MANU vs. HOU,28765,"42.982923, -71.446094",,shot - 3,40800227,1610612747,5.0,3.0,90.8,8.0,47.0
28769,35.0,0.0,0.0,8.0,1.0,1,2008-09,8.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2009-05-19,MANU vs. DEN,28770,"42.982923, -71.446094",,shot - 4,40800311,1610612747,8.0,1.0,1.0,84.2,20.0
28771,53.0,2.0,137.0,5.0,1.0,1,2008-09,19.0,33.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2009-05-19,MANU vs. DEN,28772,"42.982923, -71.446094",,shot - 3,40800311,1610612747,5.0,1.0,1.0,64.7856,33.0
28774,171.0,-54.0,105.0,7.0,2.0,1,2008-09,44.0,31.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2009-05-19,MANU vs. DEN,28775,"42.982923, -71.446094",shot - 42,,40800311,1610612747,111.64,,1.0,44.0,31.0
28782,305.0,122.0,131.0,11.0,3.0,1,,38.0,37.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2009-05-19,MANU vs. DEN,28783,"42.982923, -71.446094",,shot - 3,40800311,1610612747,34.2,3.0,1.0,38.0,47.4
28785,361.0,42.0,3.0,5.0,3.0,1,2008-09,32.0,24.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2009-05-19,MANU vs. DEN,28786,"42.982923, -71.446094",,shot - 3,40800311,1610612747,29.64,3.0,1.0,32.0,61.4
28795,52.0,,250.0,6.0,1.0,1,2008-09,26.0,46.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2009-05-21,MANU vs. DEN,28796,"42.982923, -71.446094",,shot - 3,40800312,1610612747,6.0,1.0,1.0,26.0,46.0
28798,106.0,70.0,22.0,2.0,1.0,1,2008-09,32.0,27.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2009-05-21,MANU vs. DEN,28799,"42.982923, -71.446094",,shot - 3,40800312,1610612747,2.0,107.36,1.0,32.0,10.4
28805,302.0,,56.0,9.0,3.0,1,,10.0,25.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2009-05-21,MANU vs. DEN,28806,,,shot - 3,40800312,1610612747,9.0,3.0,1.0,10.0,25.0
28806,326.0,-179.0,201.0,6.0,3.0,1,2008-09,50.0,46.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2009-05-21,MANU vs. DEN,28807,"42.982923, -71.446094",shot - 13,,40800312,1610612747,98.64,3.0,111.60799999999999,50.0,46.0
28814,11.0,-100.0,135.0,9.0,1.0,1,2008-09,55.0,36.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2009-05-23,MANU @ DEN,28815,"39.739968, -104.954013",shot - 42,,40800313,1610612747,9.0,1.0,1.0,55.0,88.4
28817,114.0,-158.0,33.0,2.0,1.0,1,2008-09,15.0,36.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2009-05-23,MANU @ DEN,28818,"39.739968, -104.954013",,shot - 3,40800313,1610612747,,1.0,127.928,15.0,36.0
28819,219.0,-153.0,197.0,5.0,2.0,1,2008-09,40.0,44.0,,Left Side Center(LC),Penalty Spot,24+ ft.,,2009-05-23,MANU @ DEN,28820,"39.739968, -104.954013",shot - 23,,40800313,1610612747,5.0,92.36,1.0,40.0,44.0
28822,238.0,-23.0,200.0,4.0,2.0,1,2008-09,4.0,40.0,,Center(C),Mid Range,,Manchester United,2009-05-23,MANU @ DEN,28823,"39.739968, -104.954013",shot - 18,,40800313,1610612747,,2.0,1.0,4.0,40.0
28823,265.0,-161.0,7.0,1.0,2.0,1,2008-09,52.0,36.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2009-05-23,MANU @ DEN,28824,"39.739968, -104.954013",,shot - 3,40800313,1610612747,1.0,2.0,1.0,52.0,62.4
28830,371.0,0.0,0.0,4.0,3.0,1,2008-09,46.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU @ DEN,28831,"39.739968, -104.954013",shot - 1,,40800313,1610612747,4.0,3.0,1.0,46.0,20.0
28833,494.0,-157.0,-10.0,6.0,4.0,1,2008-09,46.0,35.0,,Left Side(L),,8-16 ft.,Manchester United,2009-05-23,MANU @ DEN,28834,"39.739968, -104.954013",shot - 15,,40800313,1610612747,6.0,91.36,50.928000000000004,46.0,35.0
